Date,Al Rajhi Bank (1120.SR),Saudi Aramco (2222.SR),STC (7010.SR),Gold (GLD),S&P 500 (^GSPC)
2023-09-12,67.38042449951172,29.184402465820312,32.87725067138672,177.49000549316406,4461.89990234375
2023-09-13,67.28539276123047,29.315860748291016,32.58220672607422,177.0800018310547,4467.43994140625
2023-09-14,67.85560607910156,29.754070281982422,32.37145233154297,177.1699981689453,4505.10009765625
2023-09-15,67.85560607910156,29.754070281982422,32.37145233154297,178.33999633789062,4450.31982421875
2023-09-17,67.85560607910156,29.885522842407227,32.37145233154297,178.33999633789062,4450.31982421875
2023-09-18,66.14495849609375,29.973167419433594,31.99209213256836,179.38999938964844,4453.52978515625
2023-09-19,65.57474517822266,30.060810089111328,32.413597106933594,179.22000122070312,4443.9501953125
2023-09-20,65.57474517822266,30.060810089111328,32.16069793701172,179.35000610351562,4402.2001953125
2023-09-21,64.6243896484375,29.885522842407227,32.034244537353516,178.0500030517578,4330.0
2023-09-22,64.6243896484375,29.885522842407227,32.034244537353516,178.6199951171875,4320.06005859375
2023-09-25,63.388919830322266,29.754070281982422,31.73920249938965,177.6999969482422,4337.43994140625
2023-09-26,64.2442398071289,30.01699447631836,31.359840393066406,176.27999877929688,4273.52978515625
2023-09-27,65.28962707519531,30.542831420898438,32.034244537353516,174.10000610351562,4274.509765625
2023-09-28,64.52934265136719,30.674291610717773,31.697046279907227,173.22999572753906,4299.7001953125
2023-09-29,64.52934265136719,30.674291610717773,31.697046279907227,171.4499969482422,4288.0498046875
2023-10-01,64.52934265136719,30.411373138427734,31.697046279907227,171.4499969482422,4288.0498046875
2023-10-02,64.2442398071289,30.060810089111328,31.44414710998535,169.64999389648438,4288.39013671875
2023-10-03,63.67402648925781,29.841703414916992,31.73920249938965,169.16000366210938,4229.4501953125
2023-10-04,63.29387664794922,29.62260627746582,31.191240310668945,169.13999938964844,4263.75
2023-10-05,63.19884490966797,29.315860748291016,31.191240310668945,168.8300018310547,4258.18994140625
2023-10-06,63.19884490966797,29.315860748291016,31.191240310668945,169.6999969482422,4308.5
2023-10-08,61.868343353271484,29.403501510620117,30.348241806030273,169.6999969482422,4308.5
2023-10-09,62.62863540649414,29.44732093811035,30.179630279541016,172.82000732421875,4335.66015625
2023-10-10,61.868343353271484,29.797887802124023,30.306089401245117,172.52999877929688,4358.240234375
2023-10-11,61.7733039855957,29.403501510620117,29.800275802612305,173.7899932861328,4376.9501953125
2023-10-12,61.7733039855957,29.53496551513672,29.800275802612305,173.25999450683594,4349.60986328125
2023-10-13,61.7733039855957,29.53496551513672,29.800275802612305,178.8300018310547,4327.77978515625
2023-10-15,61.7733039855957,29.228219985961914,30.26393699645996,178.8300018310547,4327.77978515625
2023-10-16,62.05841827392578,29.27204704284668,31.106943130493164,177.9600067138672,4373.6298828125
2023-10-17,62.72366714477539,29.315860748291016,31.401992797851562,178.2899932861328,4373.2001953125
2023-10-18,62.818702697753906,29.27204704284668,30.64328956604004,180.8699951171875,4314.60009765625
2023-10-19,62.1534538269043,29.35968017578125,30.55898094177246,183.08999633789062,4278.0
2023-10-20,62.1534538269043,29.35968017578125,30.55898094177246,183.58999633789062,4224.16015625
2023-10-22,60.82295227050781,29.228219985961914,30.474687576293945,183.58999633789062,4224.16015625
2023-10-23,60.34777069091797,29.140579223632812,30.053184509277344,182.97000122070312,4217.0400390625
2023-10-24,61.67827224731445,29.096757888793945,30.348241806030273,182.9499969482422,4247.68017578125
2023-10-25,61.963375091552734,28.965301513671875,30.89618682861328,183.72000122070312,4186.77001953125
2023-10-26,61.01301574707031,29.096757888793945,30.390382766723633,184.00999450683594,4137.22998046875
2023-10-27,61.01301574707031,29.096757888793945,30.390382766723633,186.14999389648438,4117.3701171875
2023-10-29,61.67827224731445,28.877660751342773,31.064788818359375,186.14999389648438,4117.3701171875
2023-10-30,61.868343353271484,28.877660751342773,31.275537490844727,185.10000610351562,4166.81982421875
2023-10-31,63.76905059814453,29.184402465820312,32.37145233154297,184.08999633789062,4193.7998046875
2023-11-01,66.43006134033203,29.05294418334961,32.49789810180664,183.50999450683594,4237.85986328125
2023-11-02,66.52509307861328,29.05294418334961,32.244998931884766,184.1199951171875,4317.77978515625
2023-11-03,66.52509307861328,29.05294418334961,32.244998931884766,184.7899932861328,4358.33984375
2023-11-05,66.52509307861328,29.184402465820312,32.32929611206055,184.7899932861328,4358.33984375
2023-11-06,66.90524291992188,29.315860748291016,32.32929992675781,183.35000610351562,4365.97998046875
2023-11-07,67.09530639648438,29.44732093811035,32.32929992675781,182.58999633789062,4378.3798828125
